client_id,client_name,service_month,count_eligible_primary_members,num_unique_claims_medical,num_unique_claims_rx,num_service_lines_medical,num_service_lines_rx,total_plan_pay_medical,total_plan_pay_rx,total_garner_incentive_paid_medical,total_garner_incentive_paid_rx
1,Client-A,2025-07-01,355,1640,584,3633,1029,416303.75,78103.76,13758.13,2780.17
1,Client-A,2025-08-01,336,1367,452,2918,836,277298.62,60172.28,14638.48,1760.03
1,Client-A,2025-09-01,355,1185,511,2746,894,302115.49,38725.72,12812.74,1434.71
1,Client-A,2025-10-01,346,1572,568,3207,1090,321108.02,48418.56,10195.45,1778.24
1,Client-A,2025-11-01,346,1359,646,2951,1016,232011.83,67023.78,6869.84,2439.31
1,Client-A,2025-12-01,345,1400,601,2777,1156,314195.93,64192.08,9079.68,2581.7
1,Client-A,2026-01-01,350,1924,495,4446,934,354079.22,58706.47,15031.25,2024.9
1,Client-A,2026-02-01,359,1558,689,3686,1345,315313.06,60857.47,8792.14,1548.01
1,Client-A,2026-03-01,337,1890,690,4562,1412,373604.59,84286.94,11201.63,3151.88
1,Client-A,2026-04-01,353,1431,730,3412,1413,302913.86,85868.66,10932.18,3015.75
2,Client-B,2023-06-01,0,,,,,,,,
2,Client-B,2023-07-01,0,,,,,,,,
2,Client-B,2023-08-01,0,,,,,,,,
2,Client-B,2023-09-01,0,,,,,,,,
2,Client-B,2023-10-01,0,,,,,,,,
2,Client-B,2023-11-01,0,,,,,,,,
2,Client-B,2023-12-01,0,,,,,,,,
2,Client-B,2024-01-01,0,,,,,,,,
2,Client-B,2024-02-01,0,,,,,,,,
2,Client-B,2024-03-01,1209,6403,2722,21058,6599,1498032.84,261142.01,77024.85,16106.96
2,Client-B,2024-04-01,1282,5852,2932,18674,7073,1131082.47,144855.97,57179.85,4456.71
2,Client-B,2024-05-01,1286,5929,1667,21565,3951,1629226.38,151298.56,79719.97,8083.04
2,Client-B,2024-06-01,1306,4883,2575,15543,6793,1121047.29,257889.93,51552.39,11227.52
2,Client-B,2024-07-01,1251,5216,2263,17144,4891,1225834.76,214801.32,89659.98,12091.27
2,Client-B,2024-08-01,1292,5376,2214,18222,5494,1227834.55,178107.99,57248.56,9269.78
2,Client-B,2024-09-01,1310,6041,2089,21956,5695,1567034.57,157905.57,84508.54,7030.04
2,Client-B,2024-10-01,1261,5299,1539,18284,3799,1299700.08,135070.7,77020.13,6719.2
2,Client-B,2024-11-01,1304,5335,2245,15726,5560,1076101.29,267572.6,61370.39,14901.02
2,Client-B,2024-12-01,1257,5887,2607,19355,5627,1421662.75,258469.04,64607.11,11582.65
2,Client-B,2025-01-01,1278,5857,2321,22627,5576,1459869.53,172024.77,75132.35,8743.57
2,Client-B,2025-02-01,1273,7176,2708,27097,6365,1862796.08,246435.79,90421.8,17184.09
2,Client-B,2025-03-01,1312,6821,2565,22765,6340,1390312.34,192263.52,70932.79,5217.54
2,Client-B,2025-04-01,1265,5902,2320,20317,5167,1227214,157963.41,76618.04,9811.97
2,Client-B,2025-05-01,1247,5124,2265,18001,4710,1402107.81,255562.76,66151.14,16444.88
2,Client-B,2025-06-01,1316,5040,1871,18862,4194,1268913.79,149565.28,58870.66,9272.59
2,Client-B,2025-07-01,1249,4583,2578,15802,6312,713475.36,220852.98,20158.67,13378.02
2,Client-B,2025-08-01,1298,5385,2321,18640,5159,1293697.36,203290.3,77305.03,11668.97
2,Client-B,2025-09-01,1274,6329,2146,22872,4911,1262673.08,164222.28,41142.01,5788.81
2,Client-B,2025-10-01,1272,5809,2186,18256,5681,1651565.87,171639.79,70681.44,8037.37
2,Client-B,2025-11-01,1311,5417,2406,18176,6306,1012196.09,222189.88,46228.04,15774.2
2,Client-B,2025-12-01,1333,7650,2173,28447,5081,1372043.01,214594.97,55703.35,13071.79
2,Client-B,2026-01-01,1272,6213,2621,20434,6265,1477016.01,259452.8,75056.38,12409.13
2,Client-B,2026-02-01,1291,5832,2328,18644,5339,1270779.45,212864.73,56564.27,14171.77
2,Client-B,2026-03-01,1269,6496,2640,20460,6475,1276362.6,240542.63,26104.92,16311.33
2,Client-B,2026-04-01,1304,6402,2344,21616,5271,1423450.69,239724.41,62295.52,9230.76
3,Client-C,2023-06-01,1223,6393,4259,15818,7358,,,,
3,Client-C,2023-07-01,1271,5735,3881,14326,6414,,,,
3,Client-C,2023-08-01,1214,6202,4382,14685,7274,,,,
3,Client-C,2023-09-01,1233,5976,3986,14214,6929,,,,
3,Client-C,2023-10-01,1256,5863,4503,14017,8165,,,,
3,Client-C,2023-11-01,1268,6219,3191,14638,4730,,,,
3,Client-C,2023-12-01,1240,5221,3171,12941,5095,,,,
3,Client-C,2024-01-01,1182,4610,3526,10688,5826,,,,
3,Client-C,2024-02-01,1210,4553,3748,11425,6371,,,,
3,Client-C,2024-03-01,1192,4423,3447,10910,5660,,,,
3,Client-C,2024-04-01,1197,5149,3875,12871,6513,,,,
3,Client-C,2024-05-01,1224,5182,3696,12867,5560,,,,
3,Client-C,2024-06-01,1216,5193,4548,12448,7590,,,,
3,Client-C,2024-07-01,1247,5086,4619,11652,7856,,,,
3,Client-C,2024-08-01,1225,5819,5016,14266,8776,,,,
3,Client-C,2024-09-01,1162,6325,4647,15961,8969,,,,
3,Client-C,2024-10-01,1192,6592,3278,13207,5924,,,,
3,Client-C,2024-11-01,1201,4734,3355,11346,5834,,,,
3,Client-C,2024-12-01,1208,3969,3375,9215,6182,,,,
3,Client-C,2025-01-01,1216,4376,3017,10253,5019,,,,
3,Client-C,2025-02-01,1197,4529,4005,10687,6647,,,,
3,Client-C,2025-03-01,1164,4588,3782,12740,6038,,,,
3,Client-C,2025-04-01,1196,4794,2748,11873,5014,,,,
3,Client-C,2025-05-01,1164,5956,3255,15101,5247,,,,
3,Client-C,2025-06-01,1146,5254,3553,12864,6039,,,,
3,Client-C,2025-07-01,1178,5685,3275,14103,5414,,,,
3,Client-C,2025-08-01,1178,5658,3810,14782,5980,,,,
3,Client-C,2025-09-01,1127,4584,4194,12092,7791,,,,
3,Client-C,2025-10-01,1141,5107,3299,13467,4971,,,,
3,Client-C,2025-11-01,1147,4907,2769,12187,4928,,,,
3,Client-C,2025-12-01,1188,4530,3476,11216,6646,,,,
3,Client-C,2026-01-01,1200,5005,3710,13528,6557,,,,
3,Client-C,2026-02-01,1136,4537,3050,10508,5450,,,,
3,Client-C,2026-03-01,1151,4986,3273,12562,5203,,,,
3,Client-C,2026-04-01,1164,4785,3795,13488,5977,,,,
4,Client-D,2023-06-01,499,2110,1518,5578,2688,522573.8,110307.83,37734.38,9232.25
4,Client-D,2023-07-01,512,2106,1691,5879,3483,597774.67,176277.65,43901.77,14659.44
4,Client-D,2023-08-01,505,1866,1608,5802,2938,379859.39,157523.67,27775.68,10679.3
4,Client-D,2023-09-01,495,1864,1554,4881,2941,444372.37,152026.78,30136.48,8927.78
4,Client-D,2023-10-01,519,1797,1471,4979,2847,421962.35,154425.01,25209.4,11068.53
4,Client-D,2023-11-01,515,1976,1417,5596,2687,410622.16,112008.86,28475.18,6390.82
4,Client-D,2023-12-01,499,1845,1548,5763,2960,465009.81,148963.13,29589.66,7860.16
4,Client-D,2024-01-01,492,2178,1676,6468,3123,491992.81,189687.31,35254.39,14676.27
4,Client-D,2024-02-01,523,2337,1563,6760,3305,523244.56,157831.35,43214.16,10020.38
4,Client-D,2024-03-01,512,2021,1591,5692,3143,414790.56,203012.64,20217.35,11960.53
4,Client-D,2024-04-01,505,2002,1448,5958,2837,436091.84,121466.76,28554.86,8322.49
4,Client-D,2024-05-01,505,1804,1373,4618,2546,361451.06,126299.08,28613.02,9840.68
4,Client-D,2024-06-01,529,1897,1382,5333,2834,442095.51,119016.22,26242.05,8064.68
4,Client-D,2024-07-01,512,1885,1378,5712,2528,436684.33,135131.33,22669.72,9691.11
4,Client-D,2024-08-01,527,1899,1762,5669,3352,397450.57,177125.93,29578.97,15927.78
4,Client-D,2024-09-01,508,2132,1431,5597,2626,389827.68,112575.72,11781.25,4456.69
4,Client-D,2024-10-01,493,1995,1352,5828,2583,392095.07,127775.21,25902.15,10348.45
4,Client-D,2024-11-01,514,2223,1320,6019,2565,441515.48,119468.62,33310.87,7233.15
4,Client-D,2024-12-01,501,2077,1472,6391,2995,427335.63,150485.85,34228.53,10385.19
4,Client-D,2025-01-01,503,1969,1576,5856,3068,496566.58,189623.37,36731.09,13978.34
4,Client-D,2025-02-01,487,1961,1552,5904,2878,381905.25,110040.86,32976.94,6552.31
4,Client-D,2025-03-01,503,2112,1509,5980,2799,439167.12,96201.16,29123.78,5462.55
4,Client-D,2025-04-01,499,2007,1446,5725,2372,318964.27,132394.11,18810.48,7895.24
4,Client-D,2025-05-01,505,1980,1520,5450,2994,368786.25,104811.5,28118.72,7587.55
4,Client-D,2025-06-01,507,1991,1453,5549,2964,387309.74,159874.73,24700.42,11719.77
4,Client-D,2025-07-01,509,2147,1605,6275,2777,532509.84,189553.31,34575.19,16227.61
4,Client-D,2025-08-01,502,1563,1241,4187,2260,333964.98,122560.39,28863.57,6886.5
4,Client-D,2025-09-01,498,1519,1440,4259,2527,371744.23,122541.74,27855.49,8499.65
4,Client-D,2025-10-01,492,1764,1651,5006,3283,388757.47,98430.53,37596.49,9116.83
4,Client-D,2025-11-01,493,2105,1517,6228,2836,418230.38,146865.42,27474.93,7441.85
4,Client-D,2025-12-01,499,2222,1031,6176,1867,428424.74,100457.96,34550.66,5744.43
4,Client-D,2026-01-01,486,1814,1145,5666,2354,366607.65,74125.89,30008.63,6760.73
4,Client-D,2026-02-01,520,2331,1556,6764,2889,531734.21,160661.46,23479.65,12453.97
4,Client-D,2026-03-01,495,2184,1477,6180,2724,515288.07,195641.11,30861.05,12744.1
4,Client-D,2026-04-01,490,1893,1458,5596,2519,467444.81,159621.42,26901.47,12517.58
5,Client-E,2023-06-01,0,,,,,,,,
5,Client-E,2023-07-01,0,,,,,,,,
5,Client-E,2023-08-01,0,,,,,,,,
5,Client-E,2023-09-01,0,,,,,,,,
5,Client-E,2023-10-01,0,,,,,,,,
5,Client-E,2023-11-01,0,,,,,,,,
5,Client-E,2023-12-01,0,,,,,,,,
5,Client-E,2024-01-01,0,,,,,,,,
5,Client-E,2024-02-01,0,,,,,,,,
5,Client-E,2024-03-01,0,,,,,,,,
5,Client-E,2024-04-01,0,,,,,,,,
5,Client-E,2024-05-01,0,,,,,,,,
5,Client-E,2024-06-01,0,,,,,,,,
5,Client-E,2024-07-01,0,,,,,,,,
5,Client-E,2024-08-01,486,1511,1084,3263,1748,389641.99,74744.54,15435.58,3635.21
5,Client-E,2024-09-01,474,1276,1293,2680,2149,279908.54,133867.05,12294.13,7823.39
5,Client-E,2024-10-01,483,1452,1311,3122,2096,329301.53,104472.77,15740.33,4281
5,Client-E,2024-11-01,479,1581,1388,3474,2405,330487.12,64955.72,15704.3,2584.12
5,Client-E,2024-12-01,492,1581,1377,3713,2104,383566.6,101253.06,22369.96,2116.72
5,Client-E,2025-01-01,494,1718,1449,3801,2594,400418.17,151137.42,15591.07,7744.61
5,Client-E,2025-02-01,470,1440,1287,3473,2259,363982.93,110572.77,19770.24,4532.76
5,Client-E,2025-03-01,492,1642,1484,4145,2484,277887.11,114038.52,14594.26,4918.67
5,Client-E,2025-04-01,459,1339,1433,3100,2500,325398.32,148361.89,15210.41,4597.92
5,Client-E,2025-05-01,470,1095,1428,2552,2437,264020.87,142027.1,13207.37,8731.98
5,Client-E,2025-06-01,483,1309,1539,2924,2304,262981.65,131498.87,15596.28,6140.79
5,Client-E,2025-07-01,488,1484,1424,3077,2366,273844.8,95388.23,12883.52,5264.43
5,Client-E,2025-08-01,491,1287,1443,3271,2287,318677.69,136377.15,18775.92,7967.03
5,Client-E,2025-09-01,474,1265,1728,2661,2856,256914.86,149832.92,9687.76,6731.9
5,Client-E,2025-10-01,481,1429,1239,2924,1927,346561.82,112385.98,18453.12,6895.38
5,Client-E,2025-11-01,472,1546,1333,3571,2330,357987.08,102027.94,21303.18,5451.9
5,Client-E,2025-12-01,484,1276,1103,2979,1749,262666.83,103269.24,14886.66,5184.55
5,Client-E,2026-01-01,486,1876,1546,4204,2583,479254.51,140136.91,22818.89,8204.29
5,Client-E,2026-02-01,467,1498,1604,3175,2634,355125.22,165787.15,19379.75,10562.64
5,Client-E,2026-03-01,482,1652,1453,3746,2326,262658.17,133191.38,15267.94,8418.1
5,Client-E,2026-04-01,471,1777,1080,3919,1912,580012.81,81965.88,35089.75,4944.78
6,Client-F,2023-06-01,875,3932,2315,8609,5319,676622.51,186528.86,28068.04,10778.87
6,Client-F,2023-07-01,865,4185,2754,10008,6603,561500.21,308043.73,37607.34,7946.77
6,Client-F,2023-08-01,876,4345,2592,11654,6466,841678.03,192274.55,44289.34,12848.85
6,Client-F,2023-09-01,848,3592,2423,9249,5441,552887.72,162300.5,32230.48,8200.9
6,Client-F,2023-10-01,860,3952,2249,9981,4712,706449.67,176442.8,31752.93,12798.95
6,Client-F,2023-11-01,854,3626,1886,9542,4433,391791.29,177014.02,21684.73,10088.63
6,Client-F,2023-12-01,853,3367,1890,8358,4459,556961.16,156990.11,26785.26,6509.96
6,Client-F,2024-01-01,857,3847,2442,9571,5913,720135.44,172808.42,33058.29,12370.76
6,Client-F,2024-02-01,839,3221,1890,8871,4158,523782.08,120914.29,17272.11,3499.93
6,Client-F,2024-03-01,840,2677,1960,6669,4479,371581.49,142569.84,21041.36,9884.47
6,Client-F,2024-04-01,846,3365,2107,7851,4651,422076.99,166788.07,26632.8,7900.98
6,Client-F,2024-05-01,846,3467,2325,8181,5010,550895.13,202778.47,23920.34,10675.23
6,Client-F,2024-06-01,853,4226,2803,10184,6193,692155.34,331109.81,35554.69,19851.19
6,Client-F,2024-07-01,862,3973,2284,9758,5080,592797.03,170262.61,40092.04,9070.1
6,Client-F,2024-08-01,835,3338,2739,9110,6087,656138.03,222447.95,36191.74,10702.97
6,Client-F,2024-09-01,832,3388,2640,10045,5968,573094.11,206751.09,28537.59,11239.95
6,Client-F,2024-10-01,851,3875,2325,9405,5878,636705.07,159334.06,33742.34,8375.85
6,Client-F,2024-11-01,855,3835,2123,10192,5232,687504.93,192550.75,16671.81,11241.1
6,Client-F,2024-12-01,816,2928,2157,7601,5079,419659.37,198298.82,23623.66,10128.29
6,Client-F,2025-01-01,863,2952,1767,7373,4105,425782.35,197779.74,21845.13,11578.67
6,Client-F,2025-02-01,835,3186,1852,8020,4132,441349.88,160784.5,23147.39,9208.18
6,Client-F,2025-03-01,821,2835,2048,7574,4484,416670.41,197944.2,17744.74,12347.2
6,Client-F,2025-04-01,847,2905,2019,7635,4553,494345.43,169968.17,67363.59,6938.93
6,Client-F,2025-05-01,816,3991,2159,10140,5236,535141.62,124146.68,74015.49,6832.22
6,Client-F,2025-06-01,856,3501,2414,9736,5760,633235.95,191778.62,33677.66,9287.07
6,Client-F,2025-07-01,847,3871,2395,8577,5409,700290.22,112164.33,33150.07,6487.23
6,Client-F,2025-08-01,848,3572,2176,8476,5546,794608.13,194968.64,39360.51,12156.17
6,Client-F,2025-09-01,822,3864,2339,9502,6008,740935.3,168376.71,45612.65,7797.66
6,Client-F,2025-10-01,863,4231,2554,10630,5827,480748.09,235516.97,24393.89,13308.83
6,Client-F,2025-11-01,820,3151,2583,7606,5622,563246.96,170183,15499.03,5655.1
6,Client-F,2025-12-01,868,3313,2358,9608,5563,497559.69,198756.72,11157.12,8891.25
6,Client-F,2026-01-01,877,3900,1913,10682,4752,657879.12,195166.86,30623.14,12053.86
6,Client-F,2026-02-01,853,3439,1890,8371,4084,635581.06,147774.37,33335.34,8684.16
6,Client-F,2026-03-01,829,2510,2018,5945,4670,417222.63,222741.65,17641.23,12997.78
6,Client-F,2026-04-01,851,3151,1919,8289,4161,611957.49,125172.68,43589.43,7105.14
7,Client-G,2023-06-01,,7321,5023,28388,12626,1988612.91,494031.7,147899.4,49134.86
7,Client-G,2023-07-01,,6666,4490,24861,9503,1725525.08,511826.33,174843.22,34413.26
7,Client-G,2023-08-01,,5998,3717,23146,9006,1482851.21,364981.05,152288.57,31611.76
7,Client-G,2023-09-01,,5609,4480,20490,11687,1078368.81,505841.1,110387.37,41868.94
7,Client-G,2023-10-01,,6729,3098,25431,7129,1475065.64,321901.15,111367.81,24878.58
7,Client-G,2023-11-01,,6723,3904,25140,8930,1532259.08,420953.36,109159.1,30174.59
7,Client-G,2023-12-01,,5920,3825,23083,9656,1345392.66,638067.4,105907.54,55295.04
7,Client-G,2024-01-01,,5779,3782,23111,7848,1253092.39,627429.18,110395.25,53626.62
7,Client-G,2024-02-01,,6276,3806,26607,9311,1208863.6,486966.57,116334.14,35144.65
7,Client-G,2024-03-01,,5860,5174,23430,12592,1185616.16,682314.54,110933.73,41065.07
7,Client-G,2024-04-01,,6476,4419,23238,10869,1810777.55,554826.15,152154.7,45362.2
7,Client-G,2024-05-01,,7985,4642,28283,11888,1256785.79,647263.52,112199.79,67367.21
7,Client-G,2024-06-01,,7311,4382,29902,8696,1580323.76,504183.27,139657.52,46225.73
7,Client-G,2024-07-01,,6587,6030,24944,13570,2004585.75,613953.69,127138.8,50070.54
7,Client-G,2024-08-01,,5152,4451,18598,10567,1177482.7,561662.27,97996.37,47022.4
7,Client-G,2024-09-01,,7154,3912,27203,9274,1861964.68,525165.17,132475.35,41754.55
7,Client-G,2024-10-01,,6216,3741,24020,8040,1495918.45,565004.14,80209.19,37387.95
7,Client-G,2024-11-01,,6025,3771,20291,8864,1617660.92,346066.82,143360.53,33510.47
7,Client-G,2024-12-01,,4983,3959,16508,8289,867306.75,598958.95,70444.4,45945.5
7,Client-G,2025-01-01,,5236,4550,19448,9814,1096538.56,467871.93,81543.21,40372.91
7,Client-G,2025-02-01,,5958,4359,22149,9843,12885380.1,492089.85,51290.27,35702.4
7,Client-G,2025-03-01,,6946,5580,24858,13879,11955478,559150.44,93237.12,46725.98
7,Client-G,2025-04-01,,7024,4631,26157,11086,1348990.07,359114.8,103301.68,30522.66
7,Client-G,2025-05-01,,7628,4899,33474,11123,1851796.64,759748.45,126529.44,58510.11
7,Client-G,2025-06-01,,6977,3932,24202,9339,1722085.69,444196.22,145813.35,39306.28
7,Client-G,2025-07-01,,6422,4157,24415,9392,2030966.7,415100.23,222012.9,31374.72
7,Client-G,2025-08-01,,5449,4024,22509,10479,1123540.69,437380.64,82246.77,30848.21
7,Client-G,2025-09-01,,5377,4495,21003,10620,1325644.21,724622.14,119147.42,66036.55
7,Client-G,2025-10-01,,5329,4321,17123,9945,1020140.49,610137.27,88132.44,35728.78
7,Client-G,2025-11-01,,5875,3876,23318,9878,1338216.41,594473.94,111061.63,55228.92
7,Client-G,2025-12-01,,5528,4318,20333,9610,1699771.71,658810.34,135954.14,45933.42
7,Client-G,2026-01-01,,6143,4455,22340,10632,1948737.82,554448.76,193306.38,47716.91
7,Client-G,2026-02-01,,5843,4246,22533,10627,1054609.5,453966.24,68328.48,44243.42
7,Client-G,2026-03-01,,7450,3804,30872,8573,2076162.5,584623.72,114737.41,60593.85
7,Client-G,2026-04-01,,6489,4604,21292,11427,1482358,621285.47,145877.19,45143.28
8,Client-H,2023-06-01,806,3534,2153,7053,3694,654031.19,259713.61,64508.76,22195.52
8,Client-H,2023-07-01,810,3231,3073,6640,5470,653788.74,268187.89,56904.55,30680.52
8,Client-H,2023-08-01,831,3543,2347,7331,3887,888264.4,242979.54,67639.87,16858.45
8,Client-H,2023-09-01,828,3231,2279,7549,3702,596264.65,319429.76,56623.5,19111.1
8,Client-H,2023-10-01,829,3709,2243,7443,4051,776215.25,274782.11,58553.88,21714.64
8,Client-H,2023-11-01,827,2886,2197,6146,4002,681281.35,220404.79,56978.24,24283.16
8,Client-H,2023-12-01,795,2623,2120,5459,3630,412505.45,215373.4,35003.47,16709.29
8,Client-H,2024-01-01,794,2812,2124,5956,3717,499634.96,259378.29,38513.83,24779.48
8,Client-H,2024-02-01,792,2919,2189,5770,4178,675201.49,297229.81,53013.54,30074.43
8,Client-H,2024-03-01,803,3199,1741,6702,3256,641402.73,243201.41,41327.05,18982.04
8,Client-H,2024-04-01,788,3160,2293,6408,4237,759260.99,293121.49,78668.51,27505.33
8,Client-H,2024-05-01,816,3125,2515,6451,4328,643027.68,388872.06,70610.01,22849.75
8,Client-H,2024-06-01,799,3295,2988,6327,5520,561088.69,412762.3,46182.1,37573.76
8,Client-H,2024-07-01,789,3453,2952,7020,5532,539513.64,377722.63,49402.3,26700.74
8,Client-H,2024-08-01,813,2489,2646,5194,4877,464394.05,331140.25,33612.1,27469.27
8,Client-H,2024-09-01,775,2568,1810,4793,3383,466131.17,186706.24,48445.55,18669.29
8,Client-H,2024-10-01,787,2699,2257,5760,3860,606144.46,313022.41,53647.06,24255.43
8,Client-H,2024-11-01,825,3011,2186,5340,4247,595691.52,188020.46,39900.78,14786.3
8,Client-H,2024-12-01,779,2335,2358,4935,4406,383312.41,273803.54,29925.9,29122.21
8,Client-H,2025-01-01,788,2847,1811,5258,3199,516062.63,254577.87,39445.15,23774.85
8,Client-H,2025-02-01,807,3078,2314,6000,4365,911089.74,305651.6,77370.07,31661.34
8,Client-H,2025-03-01,833,3198,2477,6844,4748,593843.12,322932.13,68583.89,26618.38
8,Client-H,2025-04-01,812,3484,2394,6545,4148,736673.82,311788.07,52495.31,27534.09
8,Client-H,2025-05-01,778,3628,2390,7738,4840,866653.24,297142.42,51181.28,26589.55
8,Client-H,2025-06-01,828,4290,3285,8781,5947,924875.57,508494.01,73633.62,40910.16
8,Client-H,2025-07-01,785,3717,1974,7641,3459,738001.56,270277.27,66088.91,23868.88
8,Client-H,2025-08-01,797,2570,2311,5239,4185,480005.12,294535.84,21250.67,23475.98
8,Client-H,2025-09-01,772,2628,2612,4962,4887,499407.87,367310.69,48584.33,33007.83
8,Client-H,2025-10-01,793,2739,2411,5550,4289,581021.49,321018.96,45146.11,22004.56
8,Client-H,2025-11-01,781,2256,2277,4522,4041,351618.05,250149.13,28356.63,21945.97
8,Client-H,2025-12-01,818,2302,2455,4200,4386,502000.19,377203.79,53000.47,44755.51
8,Client-H,2026-01-01,814,2937,1901,5473,3566,669212.86,192604.34,53355.1,11008.48
8,Client-H,2026-02-01,778,2585,2039,5257,3815,600247.51,187111.66,39366.19,17963.26
8,Client-H,2026-03-01,791,3141,1713,6212,3246,582839.39,166702.81,62278.73,12947.03
8,Client-H,2026-04-01,799,2946,2514,6032,4911,654979.65,236206.94,62653.76,23608.86
9,Client-I,2023-06-01,1314,4809,1982,10857,3512,1136075.33,334440.95,29234.6,8252.96
9,Client-I,2023-07-01,1290,5164,2382,11484,3823,1028888.63,264284.38,20614.47,4992.75
9,Client-I,2023-08-01,1347,6225,2903,15646,4603,1338477.87,448956.16,28903.38,7565.71
9,Client-I,2023-09-01,1353,6110,2291,13602,3572,1405522.94,332715.42,32076.95,6095.52
9,Client-I,2023-10-01,1335,5804,2573,13022,3540,1000671.35,344885.99,14021.12,6689.17
9,Client-I,2023-11-01,1340,6483,3033,13119,4731,1184914.35,462703.1,16268.08,6938.87
9,Client-I,2023-12-01,876,3952,1409,8983,2289,954843.17,257657.13,19977.67,7625.11
9,Client-I,2024-01-01,844,3463,1418,8047,2234,712128.16,199131.08,14568.66,5973.62
9,Client-I,2024-02-01,892,3864,1359,7660,2191,1034111.36,158978.51,29563.13,3423.55
9,Client-I,2024-03-01,873,2891,1080,6075,1664,726788.3,119157.17,17085.8,2566.86
9,Client-I,2024-04-01,879,2585,1504,5617,2567,695774.14,264696.04,17907.76,5082.32
9,Client-I,2024-05-01,892,3107,1172,7086,1782,524334.99,189129.62,11063.73,5156.31
9,Client-I,2024-06-01,866,3235,1250,7366,2100,658598.86,231280.2,19755.72,5717.86
9,Client-I,2024-07-01,894,3957,1483,9016,2155,842286.78,235955.7,13830.35,3097.59
9,Client-I,2024-08-01,924,4876,1732,10980,2818,1099454.49,290336.96,25276.6,6477.82
9,Client-I,2024-09-01,910,4944,1723,10158,2656,932093.02,227604.44,25670.52,5416.36
9,Client-I,2024-10-01,891,4123,1500,8832,1952,1073338.39,208508.68,27369.91,5926.64
9,Client-I,2024-11-01,918,3737,1718,8962,2404,724640.69,246286.74,18717.68,3218.15
9,Client-I,2024-12-01,886,3629,1820,8957,2977,867882.66,226474.21,20715.88,5263.94
9,Client-I,2025-01-01,917,4126,1490,8849,2053,917342.55,211298.16,16523.68,5296.68
9,Client-I,2025-02-01,937,3950,1755,8754,2804,902271.73,287283.02,22390.34,4111.52
9,Client-I,2025-03-01,938,3226,1352,7686,2079,704000.12,241883.66,19676.72,7425.31
9,Client-I,2025-04-01,925,3459,1554,7050,2277,898588.33,145519.78,21612.47,2809.58
9,Client-I,2025-05-01,895,2947,1559,6721,2612,635377.2,249860.46,13758.06,6866.28
9,Client-I,2025-06-01,892,3102,1483,7287,2126,777907.59,151124.24,16940.53,5226.35
9,Client-I,2025-07-01,906,3364,1619,8042,2733,806147.75,219551.35,16009.93,4942.73
9,Client-I,2025-08-01,928,3875,1898,8932,2899,785802.26,305413.67,18061.17,5823.33
9,Client-I,2025-09-01,971,4525,1767,9107,2716,982818.47,281598.25,22875.42,6501.53
9,Client-I,2025-10-01,891,3853,1652,9557,2795,1003782.55,250450.52,35838.95,6055.78
9,Client-I,2025-11-01,917,4132,1514,9910,2155,942886.46,168030.33,23607.46,3105.53
9,Client-I,2025-12-01,956,5023,2074,10988,3411,1208316.89,324250.6,26309.36,9244.19
9,Client-I,2026-01-01,936,4152,1575,9813,2512,905138.07,253109.85,14803.38,4661.22
9,Client-I,2026-02-01,962,3651,1571,9196,2500,638678.08,194739.33,11929.63,3587.06
9,Client-I,2026-03-01,992,2797,1513,5886,2491,713280.13,206332.62,21902.13,5168.61
