client_name,service_month,affected_metrics,confidence,notes
Client-G,2023-08-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2023-09-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2023-10-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2023-11-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2023-12-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2024-01-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2024-02-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2024-03-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2024-04-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2024-05-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2024-06-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2024-07-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2024-08-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2024-09-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2024-10-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2024-11-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2024-12-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2025-01-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2025-02-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2025-03-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2025-04-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2025-05-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2025-06-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2025-07-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2025-08-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2025-09-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2025-10-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2025-11-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2025-12-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2026-01-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2026-02-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2026-03-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-G,2026-04-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2024-01-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2024-02-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2024-03-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2024-04-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2024-05-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2024-06-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2024-07-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2024-08-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2024-09-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2024-10-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2024-11-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
Client-J,2024-12-01,"count_eligible_primary_members,num_service_lines_medical,num_service_lines_rx,num_unique_claims_medical,num_unique_claims_rx,total_plan_pay_medical,total_plan_pay_rx",high,"members=nan but activity in: num_unique_claims_medical, num_unique_claims_rx, num_service_lines_medical, num_service_lines_rx, total_plan_pay_medical, total_plan_pay_rx | missing: count_eligible_primary_members"
